neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,host_is_superhost,host_identity_verified,host_response_time,host_since,id,host_id,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
Desconocido,LA ROQUETA,EXTRAMURS,Entire rental unit,Entire home/apt,2 baths,"[""Cleaning products"", ""Ceiling fan"", ""Kitchen"", ""Wine glasses"", ""Dishes and silverware"", ""Outdoor furniture"", ""Oven"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Dryer"", ""Bed linens"", ""Heating"", ""Ethernet connection"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Toaster"", ""Shampoo"", ""Coffee"", ""Patio or balcony"", ""Paid street parking off premises"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Books and reading material"", ""Essentials"", ""Dining table"", ""Coffee maker"", ""Extra pillows and blankets"", ""Elevator"", ""Blender"", ""Iron"", ""Air conditioning"", ""Free street parking"", ""TV"", ""Wifi"", ""Trash compactor"", ""Long term stays allowed"", ""Clothing storage"", ""Microwave"", ""Drying rack for clothing""]",t,20/06/2025,02/09/2024,18/06/2025,ESFCNT00004606300031900000000000000000000000000000001,f,t,t,within a few hours,09/02/2017,1.21201e+18,115616077,39.46570156,-0.379599416,4.0,1.0,2.0,2.0,108.0,11.0,331.0,1.9,4.7,331,331,4.0,331.0,0,7,16,264,8.0,8.0,2.0,0.82,5.0,5.0,5.0,5.0,5.0,4.88,4.88,1.0,1.0,0.0,0.0
Desconocido,TORMOS,LA SAIDIA,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning products"", ""Kitchen"", ""Dedicated workspace"", ""Hot water"", ""Washer"", ""Heating"", ""Hangers"", ""Hair dryer"", ""Shampoo"", ""Body soap"", ""Room-darkening shades"", ""Breakfast"", ""Essentials"", ""Extra pillows and blankets"", ""Elevator"", ""Free parking on premises"", ""Iron"", ""Air conditioning"", ""TV"", ""Wifi"", ""Clothing storage"", ""Smoking allowed"", ""Host greets you""]",t,20/06/2025,Sin reseña,Sin reseña,Sin licencia,f,t,t,within an hour,29/05/2017,1.21205e+18,132424646,39.48892896,-0.379015921,2.0,1.0,3.0,3.0,144.0,3.2,242.2,1.9,4.7,1125,1125,4.0,1125.0,30,60,90,365,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,4.0,1.0,0.3,0.0
Desconocido,L'AMISTAT,ALGIROS,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning products"", ""Kitchen"", ""Wine glasses"", ""Single level home"", ""Dishes and silverware"", ""Oven"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Heating"", ""Fire extinguisher"", ""Hangers"", ""Hair dryer"", ""Stove"", ""Coffee"", ""Private entrance"", ""Lockbox"", ""Crib"", ""Self check-in"", ""Cooking basics"", ""Freezer"", ""Essentials"", ""Coffee maker"", ""High chair"", ""Iron"", ""Air conditioning"", ""Free street parking"", ""Wifi"", ""Rituals body soap"", ""Microwave"", ""Rituals shampoo"", ""Toaster"", ""Hot water kettle""]",t,20/06/2025,14/08/2024,17/10/2024,VT-54767-V,t,f,f,within an hour,21/08/2015,1.2121e+18,42125633,39.47206003,-0.35063714,3.0,1.0,1.0,1.0,141.0,1.0,242.2,1.0,5.0,10,1125,2.1,318.5,11,23,50,264,3.0,3.0,0.0,0.29,4.67,5.0,5.0,5.0,5.0,5.0,4.33,4.7,2.9,2.0,0.0
Desconocido,TORREFIEL,RASCANYA,Entire rental unit,Entire home/apt,1 bath,"[""Kitchen"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Heating"", ""Fire extinguisher"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Crib"", ""Self check-in"", ""Body soap"", ""Cooking basics"", ""Freezer"", ""Smart lock"", ""Dining table"", ""Coffee maker"", ""Extra pillows and blankets"", ""Iron"", ""Air conditioning"", ""TV"", ""Wifi"", ""Clothing storage"", ""Microwave"", ""Toaster"", ""Hot water kettle""]",t,20/06/2025,04/09/2024,15/06/2025,VT-56332-V,t,f,t,within an hour,25/05/2014,1.21216e+18,15945969,39.49263426,-0.37634829,3.0,1.0,1.0,2.0,104.0,1.0,150.0,1.0,7.0,365,365,1.6,365.0,13,16,22,168,27.0,27.0,5.0,2.79,4.74,4.78,4.78,4.96,4.96,4.52,4.7,1.0,1.0,0.0,0.0
"València, Comunidad Valenciana, Spain",RUSSAFA,L'EIXAMPLE,Entire rental unit,Entire home/apt,1.5 baths,"[""Kitchen"", ""Dedicated workspace"", ""Gas stove"", ""Hot water"", ""Refrigerator"", ""Bed linens"", ""Heating"", ""Hangers"", ""Hair dryer"", ""Shampoo"", ""Self check-in"", ""Body soap"", ""Room-darkening shades"", ""Freezer"", ""Pets allowed"", ""Smart lock"", ""Clothing storage: closet"", ""Essentials"", ""Dining table"", ""Hot water kettle"", ""Iron"", ""Air conditioning"", ""Shower gel"", ""TV"", ""Wifi"", ""Coffee maker: drip coffee maker"", ""Microwave"", ""First aid kit"", ""Single oven"", ""Toaster"", ""Portable fans""]",t,20/06/2025,27/08/2024,11/06/2025,ESFCTU000046059000290173000000000000000000VT-37174-V6,f,f,t,within an hour,30/07/2024,1.21225e+18,593099908,39.46084397,-0.372230303,4.0,1.0,2.0,2.0,111.0,2.0,10.0,2.0,2.0,1125,1125,2.0,1125.0,6,12,39,232,22.0,22.0,3.0,2.21,4.68,4.91,4.64,4.91,4.86,4.95,4.73,1.0,1.0,0.0,0.0
Desconocido,EL PILAR,CIUTAT VELLA,Entire rental unit,Entire home/apt,2 baths,"[""Bathtub"", ""Kitchen"", ""Bidet"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Mini fridge"", ""Paid parking garage off premises"", ""Laundromat nearby"", ""Body soap"", ""Cooking basics"", ""Freezer"", ""Clothing storage: closet"", ""Dining table"", ""Elevator"", ""Iron"", ""Air conditioning"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Other induction stove"", ""Hot water kettle""]",t,20/06/2025,15/09/2024,13/05/2025,VT-40921-V,t,f,t,within an hour,11/02/2022,1.21225e+18,444620582,39.47202,-0.38011,3.3,1.0,1.4,5.0,101.4,1.0,365.0,2.0,4.7,30,999,15.5,481.3,19,34,62,160,17.0,17.0,0.0,1.83,4.76,4.88,4.47,4.94,5.0,4.94,4.65,1.0,1.0,0.0,0.0
Desconocido,CABANYAL-CANYAMELAR,POBLATS MARITIMS,Entire rental unit,Entire home/apt,2 baths,"[""Bathtub"", ""Ceiling fan"", ""Kitchen"", ""Free washer"", ""Outdoor shower"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Outdoor dining area"", ""Hot water"", ""Refrigerator"", ""Heating - split type ductless system"", ""Bed linens"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Toaster"", ""Shampoo"", ""Coffee"", ""Crib"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Coffee maker"", ""Extra pillows and blankets"", ""Iron"", ""Air conditioning"", ""Beach access \u2013 Beachfront"", ""Free street parking"", ""TV"", ""Wifi"", ""Paid parking garage on premises"", ""Clothing storage"", ""Microwave"", ""Host greets you"", ""Drying rack for clothing""]",t,20/06/2025,30/08/2024,30/05/2025,ESFCNT00004602500063183400000000000000000000000000001,f,f,t,within an hour,30/07/2024,1.21226e+18,593102593,39.46349283,-0.324249058,6.0,1.0,3.0,5.0,101.4,11.0,180.0,1.9,11.0,180,180,11.0,180.0,0,1,30,74,7.0,7.0,1.0,0.71,4.86,4.86,4.86,5.0,5.0,5.0,4.71,1.0,1.0,0.0,0.0
"València, Comunidad Valenciana, Spain",TRES FORQUES,L'OLIVERETA,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning products"", ""Backyard"", ""Kitchen"", ""Wine glasses"", ""Single level home"", ""Outdoor dining area"", ""Dishes and silverware"", ""Outdoor furniture"", ""Dedicated workspace"", ""Hot water"", ""Washer \u2013\u00a0In unit"", ""Refrigerator"", ""Bed linens"", ""Heating"", ""Hangers"", ""Hair dryer"", ""Stove"", ""Shampoo"", ""Coffee"", ""Laundromat nearby"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Pets allowed"", ""Essentials"", ""Dining table"", ""Coffee maker"", ""Hot water kettle"", ""Extra pillows and blankets"", ""Blender"", ""Iron"", ""Air conditioning"", ""Free street parking"", ""Shower gel"", ""TV"", ""Wifi"", ""Smoking allowed"", ""Microwave"", ""Waterfront"", ""Host greets you"", ""Drying rack for clothing"", ""Clothing storage: dresser""]",t,20/06/2025,04/08/2024,01/06/2025,Sin licencia,t,f,t,within an hour,14/05/2024,1.21235e+18,577546308,39.46615134,-0.395700957,4.0,1.0,2.0,2.0,93.0,5.0,15.0,1.0,5.0,1125,1125,4.9,1125.0,8,15,44,222,24.0,24.0,3.0,2.24,4.5,4.67,4.46,4.67,4.71,4.67,4.42,1.0,1.0,0.0,0.0
Desconocido,PENYA-ROJA,CAMINS AL GRAU,Entire loft,Entire home/apt,1 bath,"[""Bathtub"", ""Cleaning products"", ""Portable heater"", ""Kitchen"", ""Wine glasses"", ""Luggage dropoff allowed"", ""Single level home"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Paid clamp on table seat high chair - available upon request"", ""Washer"", ""Bed linens"", ""Ethernet connection"", ""Hangers"", ""Hair dryer"", ""Fire extinguisher"", ""Dishwasher"", ""Stove"", ""Rice maker"", ""Toaster"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Private entrance"", ""Laundromat nearby"", ""Self check-in"", ""Coffee maker: Nespresso"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Pets allowed"", ""Smart lock"", ""Clothing storage: closet"", ""Conditioner"", ""Dining table"", ""Extra pillows and blankets"", ""Iron"", ""Air conditioning"", ""Free street parking"", ""Shower gel"", ""TV"", ""Wifi"", ""Trash compactor"", ""Long term stays allowed"", ""Microwave"", ""Single oven"", ""Paid crib - available upon request"", ""Hot water kettle""]",t,20/06/2025,09/02/2025,21/04/2025,VT-5624-V     ESFCTU0000460610008608740000000000000000000VT-5624-V3,t,t,t,within an hour,06/04/2016,1.2124e+18,66092872,39.4603278,-0.3462257,6.0,1.0,1.0,3.0,101.4,1.0,242.2,1.0,2.0,1,1125,1.8,1085.0,13,19,42,132,3.0,3.0,0.0,0.68,5.0,5.0,5.0,5.0,4.67,5.0,5.0,11.0,11.0,0.0,0.0
Desconocido,EN CORTS,QUATRE CARRERES,Private room in rental unit,Private room,5 shared baths,"[""Free street parking"", ""Freezer"", ""Kitchen"", ""TV"", ""Wifi"", ""Dining table"", ""Smart lock"", ""Dedicated workspace"", ""Microwave"", ""Laundromat nearby"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Self check-in"", ""Smoke alarm"", ""Heating"", ""Fire extinguisher""]",t,20/06/2025,19/08/2024,09/05/2025,Sin licencia,t,f,t,within an hour,07/05/2024,1.21274e+18,576234096,39.4544358,-0.3720449,2.0,1.0,1.0,2.0,28.0,1.0,365.0,1.0,2.0,365,365,1.5,365.0,26,52,69,172,13.0,13.0,0.0,1.27,4.46,4.77,4.77,4.77,4.92,4.46,4.69,8.0,3.0,0.3,0.0
Desconocido,EN CORTS,QUATRE CARRERES,Private room in rental unit,Private room,5 shared baths,"[""Free street parking"", ""Freezer"", ""Kitchen"", ""TV"", ""Wifi"", ""Dining table"", ""Smart lock"", ""Dedicated workspace"", ""Microwave"", ""Laundromat nearby"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Self check-in"", ""Smoke alarm"", ""Heating"", ""Fire extinguisher""]",t,20/06/2025,09/08/2024,25/05/2025,Sin licencia,t,f,t,within an hour,07/05/2024,1.21275e+18,576234096,39.4544358,-0.3720449,5.0,1.0,1.0,3.0,32.0,1.0,365.0,1.0,2.0,365,365,1.5,365.0,13,30,54,154,28.0,28.0,1.0,2.66,4.64,4.68,4.82,4.82,4.75,4.46,4.57,8.0,3.0,0.3,0.0
Desconocido,LA VEGA BAIXA,ALGIROS,Entire rental unit,Entire home/apt,1 bath,"[""Exterior security cameras on property"", ""Free street parking"", ""Kitchen"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Elevator"", ""Microwave"", ""Hot water"", ""Refrigerator"", ""Air conditioning"", ""Washer"", ""Bed linens"", ""Freezer"", ""Hangers""]",t,20/06/2025,30/09/2024,30/11/2024,Sin licencia,f,f,t,within an hour,13/08/2015,1.21278e+18,41387880,39.47719,-0.35126,1.0,1.0,1.0,1.0,95.0,9.0,330.0,1.9,9.0,330,330,9.0,330.0,4,28,58,58,2.0,2.0,0.0,0.23,4.5,5.0,4.0,5.0,5.0,5.0,4.5,25.0,3.0,0.3,0.0
Desconocido,NOU MOLES,L'OLIVERETA,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning products"", ""Ceiling fan"", ""Kitchen"", ""Wine glasses"", ""Outdoor shower"", ""Dishes and silverware"", ""Oven"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Dryer"", ""Bed linens"", ""Heating"", ""Ethernet connection"", ""Hangers"", ""Hair dryer"", ""Stove"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Essentials"", ""Conditioner"", ""Dining table"", ""Air conditioning"", ""Free street parking"", ""Shower gel"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Clothing storage"", ""Microwave"", ""Toaster"", ""Hot water kettle""]",t,20/06/2025,26/11/2024,15/06/2025,Sin licencia,t,t,t,within an hour,11/07/2021,1.2128e+18,412325994,39.46715,-0.39054,4.0,1.0,1.0,1.0,83.0,4.0,365.0,1.0,4.0,365,365,2.2,365.0,12,35,58,163,7.0,7.0,2.0,1.01,5.0,5.0,5.0,4.86,4.86,4.71,5.0,7.0,7.0,0.0,0.0
Desconocido,LA XEREA,CIUTAT VELLA,Entire rental unit,Entire home/apt,1 bath,"[""Books and reading material"", ""Sound system"", ""Kitchen"", ""Wifi"", ""Dedicated workspace"", ""Smoking allowed"", ""Air conditioning"", ""Washer"", ""Host greets you"", ""Heating""]",t,20/06/2025,14/10/2024,05/06/2025,Sin licencia,f,f,t,within an hour,16/02/2014,1.21281e+18,12282162,39.47265683,-0.371630117,4.0,1.0,1.0,1.0,134.0,2.0,365.0,2.0,2.0,365,365,2.0,365.0,22,52,72,177,7.0,7.0,3.0,0.84,4.86,5.0,4.57,4.86,5.0,5.0,4.86,4.0,4.0,0.0,0.0
Desconocido,PATRAIX,PATRAIX,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning products"", ""Ceiling fan"", ""Kitchen"", ""Wine glasses"", ""Outdoor shower"", ""Dishes and silverware"", ""Oven"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Dryer"", ""Bed linens"", ""Heating"", ""Ethernet connection"", ""Hangers"", ""Hair dryer"", ""Stove"", ""Shampoo"", ""Coffee maker: Nespresso"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Essentials"", ""Conditioner"", ""Dining table"", ""Air conditioning"", ""Free street parking"", ""Shower gel"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Clothing storage"", ""Microwave"", ""Toaster"", ""Hot water kettle""]",t,20/06/2025,09/12/2024,09/12/2024,Sin licencia,t,t,t,within an hour,11/07/2021,1.21282e+18,412325994,39.46504989,-0.388993309,4.0,1.0,1.0,1.0,92.0,4.0,365.0,1.0,4.0,365,365,2.2,365.0,5,35,54,159,1.0,1.0,0.0,0.15,5.0,4.0,5.0,5.0,5.0,4.0,5.0,7.0,7.0,0.0,0.0
"València, Comunidad Valenciana, Spain",AIORA,CAMINS AL GRAU,Entire rental unit,Entire home/apt,2.5 baths,"[""Cleaning products"", ""Kitchen"", ""Bidet"", ""Wine glasses"", ""Outdoor dining area"", ""Dishes and silverware"", ""Outdoor furniture"", ""Oven"", ""Hot water"", ""Refrigerator"", ""Private backyard \u2013 Not fully fenced"", ""Washer"", ""Bed linens"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Toaster"", ""Shampoo"", ""Coffee"", ""Private entrance"", ""Lockbox"", ""Self check-in"", ""Coffee maker: Nespresso"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Books and reading material"", ""Baby bath - available upon request"", ""Essentials"", ""Dining table"", ""AC - split type ductless system"", ""Central heating"", ""Iron"", ""Pool"", ""Wifi"", ""Crib - available upon request"", ""Clamp on table seat high chair - available upon request"", ""Clothing storage"", ""Children\u2019s dinnerware"", ""Central air conditioning"", ""Smoking allowed"", ""65 inch HDTV"", ""Microwave"", ""Drying rack for clothing""]",t,20/06/2025,18/08/2024,17/06/2025,VT-51610-V,f,f,t,within an hour,14/10/2021,1.21298e+18,427308920,39.46843,-0.34994,3.3,1.0,1.4,5.0,101.4,3.0,365.0,1.0,4.0,365,365,3.0,365.0,6,7,9,56,46.0,46.0,5.0,4.5,4.89,4.85,4.91,4.87,4.96,4.59,4.85,9.0,9.0,0.0,0.0
Desconocido,EN CORTS,QUATRE CARRERES,Entire rental unit,Entire home/apt,1 bath,"[""Kitchen"", ""Wine glasses"", ""Single level home"", ""Dishes and silverware"", ""Outdoor furniture"", ""Oven"", ""Hot water"", ""Refrigerator"", ""Heating - split type ductless system"", ""Washer"", ""Bed linens"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Patio or balcony"", ""Private entrance"", ""Coffee maker: Nespresso"", ""Cooking basics"", ""Freezer"", ""Dining table"", ""Air conditioning"", ""Free street parking"", ""TV"", ""Wifi"", ""Microwave"", ""Drying rack for clothing"", ""Hot water kettle""]",t,20/06/2025,30/09/2024,19/04/2025,VT 55894 V,t,f,t,within an hour,29/03/2017,1.21299e+18,123160301,39.4545746,-0.369148,3.0,1.0,1.0,2.0,129.0,4.0,365.0,1.0,4.0,365,365,1.7,365.0,11,25,45,45,2.0,2.0,0.0,0.23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.7,2.9,0.0,0.0
Desconocido,LA MALVA-ROSA,POBLATS MARITIMS,Entire rental unit,Entire home/apt,1 bath,"[""Cleaning products"", ""Kitchen"", ""Wine glasses"", ""Single level home"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Dishes and silverware"", ""Paid standalone high chair - available upon request"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Fire extinguisher"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Toaster"", ""Shampoo"", ""Private entrance"", ""Keypad"", ""Self check-in"", ""Coffee maker: Nespresso"", ""Body soap"", ""Cooking basics"", ""Essentials"", ""Dining table"", ""Iron"", ""Free parking on premises"", ""Air conditioning"", ""Beach access \u2013 Beachfront"", ""Free street parking"", ""HDTV"", ""Wifi"", ""Clothing storage"", ""Children\u2019s dinnerware"", ""Microwave"", ""Other electric stove"", ""First aid kit"", ""Drying rack for clothing"", ""Hot water kettle""]",t,20/06/2025,06/10/2024,28/05/2025,ESFCTU000046054000532995000000000000000000VT-56037-V5,t,t,t,within an hour,23/02/2019,1.21305e+18,244937823,39.4799462,-0.3313064,4.0,1.0,0.0,2.0,103.0,2.0,10.0,1.0,4.0,10,10,2.4,10.0,4,6,9,126,20.0,20.0,1.0,2.33,5.0,4.9,4.95,4.95,4.95,4.6,4.85,1.0,1.0,0.0,0.0
Desconocido,CABANYAL-CANYAMELAR,POBLATS MARITIMS,Entire loft,Entire home/apt,1 bath,"[""Kitchen"", ""Wine glasses"", ""Outdoor dining area"", ""Dishes and silverware"", ""Outdoor furniture"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Heating"", ""Fire extinguisher"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Shampoo"", ""Coffee"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Room-darkening shades"", ""Body soap"", ""Cooking basics"", ""Freezer"", ""Coffee maker"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Beach access \u2013 Beachfront"", ""Free street parking"", ""TV"", ""Wifi"", ""Clothing storage"", ""Smoking allowed"", ""Microwave"", ""First aid kit"", ""Host greets you"", ""Hot water kettle""]",t,20/06/2025,12/08/2024,02/06/2025,ESFCNT00004602500043000000000000000000000000000000003,t,t,f,within an hour,14/02/2017,1.21306e+18,116411293,39.4686,-0.32836,3.0,1.0,1.0,2.0,112.0,11.0,30.0,2.0,11.0,1125,1125,10.8,1125.0,3,9,34,117,25.0,25.0,1.0,2.4,4.56,4.64,4.8,4.6,4.92,3.92,4.32,1.0,1.0,0.0,0.0
Desconocido,MALILLA,QUATRE CARRERES,Private room in rental unit,Private room,1 shared bath,"[""Kitchen"", ""Wine glasses"", ""Dining table"", ""Free parking on premises"", ""Washer""]",t,20/06/2025,20/03/2025,09/04/2025,Sin licencia,f,f,t,within a few hours,31/07/2024,1.21306e+18,593306959,39.44741371,-0.369504131,1.0,1.0,1.0,1.0,45.0,2.0,90.0,2.0,2.0,90,90,2.0,90.0,29,59,89,360,2.0,2.0,0.0,0.65,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,0.0
Desconocido,BENICALAP,BENICALAP,Private room in rental unit,Private room,1 bath,"[""Dishwasher"", ""Kitchen"", ""TV"", ""Wifi"", ""Lock on bedroom door"", ""Hot water"", ""Iron"", ""Washer""]",t,20/06/2025,16/08/2024,08/06/2025,Sin licencia,f,f,t,within a few hours,05/10/2017,1.21308e+18,153371441,39.49064885,-0.384443274,2.0,1.0,1.0,1.0,40.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,1,5,16,81,47.0,47.0,1.0,4.56,4.87,4.72,4.94,4.85,4.77,4.49,4.83,1.0,0.0,1.0,0.0
Desconocido,EL BOTANIC,EXTRAMURS,Entire rental unit,Entire home/apt,1 bath,"[""Kitchen"", ""Wine glasses"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Heating"", ""Fire extinguisher"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Stove"", ""Shampoo"", ""Lockbox"", ""Self check-in"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Conditioner"", ""Coffee maker"", ""Extra pillows and blankets"", ""Iron"", ""Air conditioning"", ""TV"", ""Wifi"", ""Clothing storage"", ""Microwave"", ""First aid kit"", ""Toaster""]",t,20/06/2025,18/08/2024,02/06/2025,VT-55617-V,f,t,t,within an hour,31/07/2024,1.21318e+18,593382880,39.4746355,-0.3858679,5.0,1.0,2.0,4.0,182.0,2.0,10.0,2.0,2.0,10,10,2.0,10.0,11,23,35,274,39.0,39.0,4.0,3.81,4.95,4.95,4.92,5.0,5.0,4.85,4.82,1.0,1.0,0.0,0.0
Desconocido,TRES FORQUES,L'OLIVERETA,Camper/RV,Entire home/apt,1 bath,"[""Clothing storage: closet"", ""Mini fridge"", ""Shampoo"", ""Room-darkening shades"", ""Other stainless steel gas stove"", ""Dishes and silverware"", ""Dining table"", ""TV with Chromecast"", ""Extra pillows and blankets"", ""Central heating"", ""Microwave"", ""Hot water"", ""Body soap"", ""Bed linens"", ""Pets allowed"", ""Hangers"", ""Hair dryer""]",t,20/06/2025,Sin reseña,Sin reseña,Sin licencia,f,f,f,within a day,30/05/2016,1.21342e+18,74785414,39.46690355,-0.396618273,4.0,1.0,1.0,3.0,92.0,1.0,365.0,1.0,1.0,365,365,1.0,365.0,27,57,87,362,0.0,0.0,0.0,0.0,4.7,4.8,4.7,4.8,4.8,4.7,4.6,1.0,1.0,0.0,0.0
Desconocido,BENIMACLET,BENIMACLET,Private room in rental unit,Private room,1 private bath,"[""Kitchen"", ""TV"", ""Wifi"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Iron"", ""Washer"", ""Hair dryer""]",t,20/06/2025,31/08/2024,02/06/2025,Sin licencia,f,f,t,within an hour,06/12/2016,1.2135e+18,106423765,39.48703571,-0.362437972,1.0,1.0,1.0,2.0,104.0,3.2,365.0,1.9,16.0,365,365,16.0,365.0,0,0,0,0,6.0,6.0,1.0,0.61,4.17,4.17,3.83,4.33,4.0,4.5,4.17,11.0,9.0,2.0,0.0
Desconocido,RUSSAFA,L'EIXAMPLE,Private room in rental unit,Private room,1 private bath,"[""Bathtub"", ""Cleaning products"", ""Game console"", ""Kitchen"", ""Bidet"", ""Single level home"", ""Dishes and silverware"", ""Oven"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Washer"", ""Bed linens"", ""Heating"", ""Hangers"", ""Hair dryer"", ""Dishwasher"", ""Toaster"", ""Patio or balcony"", ""Paid parking off premises"", ""Laundromat nearby"", ""Coffee maker: Nespresso"", ""Body soap"", ""Room-darkening shades"", ""Cooking basics"", ""Freezer"", ""Cleaning available during stay"", ""Books and reading material"", ""Essentials"", ""Dining table"", ""Pocket wifi"", ""Elevator"", ""Blender"", ""Hot tub"", ""Paid parking on premises"", ""Iron"", ""Air conditioning"", ""TV"", ""Wifi"", ""Long term stays allowed"", ""Clothing storage"", ""Microwave"", ""First aid kit"", ""Host greets you"", ""Drying rack for clothing"", ""Hot water kettle""]",t,20/06/2025,20/08/2024,14/09/2024,Sin licencia,f,f,t,within a few hours,07/08/2016,1.21357e+18,88530247,39.46508255,-0.375224078,2.0,1.0,1.0,1.0,75.0,3.0,60.0,3.0,3.0,60,60,3.0,60.0,25,55,68,68,2.0,2.0,0.0,0.2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,3.0,0.0,0.3,0.0
